timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-16T08:22:15,beets,df85fa03-3a2b-47bb-a441-f0eb030e31eb,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.6269413999980316,3.5349366423100534e-07,2.1727498251100688e-07,1.500108,0.0,10.0,4.6896638815110175e-07,0.0,3.1253483333582863e-06,3.5943147215093882e-06,0.0,Brazil,BRA,ceará,,,Windows-11-10.0.26200-SP0,3.12.10,3.2.8,8,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz,0,,-39.0159,-4.9702,15.758140563964844,machine,0,0,0,0,N,1.0,0.0
