arquivo,tipo,classe,nome,rank_cc,complexity,linha_ini,linha_fim
beets/importer/tasks.py,method,ImportTask,reimport_metadata,B,7,557,633
beets/importer/tasks.py,method,ImportTaskFactory,tasks,B,7,984,1020
beets/importer/tasks.py,method,ImportTaskFactory,album,B,7,1071,1096
beets/library/migrations.py,method,MultiValueFieldMigration,_migrate_data,B,7,41,86
beets/library/models.py,method,Item,__setitem__,B,7,782,796
beets/library/models.py,method,Item,read,B,7,869,898
beets/library/models.py,method,DefaultTemplateFunctions,tmpl_aunique,B,7,1332,1371
beets/test/helper.py,method,TerminalImportSessionFixture,_add_choice_input,B,7,707,726
beets/test/helper.py,method,AutotagStub,candidates,B,7,775,788
beets/ui/__init__.py,function,,input_select_objects,B,7,382,417
beets/ui/commands/modify.py,function,,modify_parse_args,B,7,84,104
beets/ui/commands/write.py,function,,write_items,B,7,14,40
beets/ui/commands/import_/session.py,function,,_summary_judgment,B,7,331,364
beets/ui/commands/import_/__init__.py,function,,import_files,B,7,50,79
beets/util/color.py,function,,color_split,B,7,172,205
beets/util/config.py,function,,sanitize_choices,B,7,9,26
beets/util/layout.py,function,,get_newline_layout,B,7,292,330
beets/util/pipeline.py,method,FirstPipelineThread,run,B,7,278,303
beets/util/pipeline.py,method,Pipeline,pull,B,7,482,505
beets/util/__init__.py,function,,hardlink,B,7,576,607
beets/util/__init__.py,function,,reflink,B,7,611,645
beets/util/__init__.py,function,,get_most_common_tags,B,7,819,855
beets/autotag/hooks.py,method,Info,item_data,B,8,201,219
beets/dbcore/db.py,method,Database,_fetch,B,8,1431,1486
beets/dbcore/query.py,method,NumericQuery,match,B,8,471,485
beets/dbcore/query.py,method,Period,open_right_endpoint,B,8,786,808
beets/dbcore/queryparse.py,function,,construct_sort_part,B,8,184,210
beets/dbcore/queryparse.py,function,,parse_sorted_query,B,8,230,271
beets/importer/stages.py,function,,_resolve_duplicates,B,8,336,373
beets/importer/tasks.py,function,,_reduce_and_log,B,8,562,587
beets/ui/__init__.py,method,CommonOptionsParser,_set_format,B,8,495,530
beets/ui/commands/stats.py,function,,show_stats,B,8,13,49
beets/ui/commands/utils.py,function,,do_query,B,8,6,29
beets/ui/commands/import_/display.py,method,ChangeRepresentation,show_match_details,B,8,97,124
beets/util/functemplate.py,method,Parser,parse_symbol,B,8,374,418
beets/util/functemplate.py,method,Parser,parse_call,B,8,420,456
beets/util/pipeline.py,method,MiddlePipelineThread,run,B,8,318,352
beets/util/__init__.py,function,,case_sensitive,B,8,976,1021
beets/autotag/match.py,function,,_add_candidate,B,9,345,393
beets/dbcore/db.py,method,Model,store,B,9,648,692
beets/importer/session.py,method,ImportSession,set_config,B,9,100,150
beets/importer/stages.py,function,,manipulate_files,B,9,277,306
beets/importer/tasks.py,method,ImportTask,cleanup,B,9,340,360
beets/library/models.py,method,Item,write,B,9,900,950
beets/library/models.py,method,Item,move_file,B,9,988,1038
beets/ui/commands/import_/session.py,method,TerminalImportSession,choose_item,B,9,106,144
beets/util/artresizer.py,method,IMBackend,version,B,9,180,208
beets/util/artresizer.py,method,IMBackend,compare,B,9,379,467
beets/util/artresizer.py,method,PILBackend,resize,B,9,500,574
beets/util/hidden.py,function,,is_hidden,B,9,25,62
beets/util/lyrics.py,method,Lyrics,__post_init__,B,9,40,66
beets/plugins.py,function,,_get_plugin,B,10,439,476
beets/autotag/distance.py,function,,track_distance,B,10,383,426
beets/autotag/hooks.py,function,,ensure_first_value,B,10,72,95
beets/autotag/match.py,function,,_recommendation,B,10,283,337
beets/importer/session.py,method,ImportSession,run,B,10,191,242
beets/ui/commands/completion.py,function,,completion_script,B,10,44,117
beets/ui/commands/config.py,function,,config_func,B,10,10,45
beets/ui/commands/import_/display.py,method,ChangeRepresentation,print_tracklist,B,10,265,301
beets/ui/commands/import_/session.py,function,,summarize_items,B,10,288,328
beets/ui/commands/import_/session.py,method,TerminalImportSession,_get_choices,B,10,213,285
beets/util/diff.py,function,,_field_diff,B,10,49,84
beets/util/__init__.py,function,,prune_dirs,B,10,309,353
beets/util/__init__.py,function,,move,B,10,492,550
beets/plugins.py,method,BeetsPlugin,__init_subclass__,C,11,173,225
beets/importer/tasks.py,method,ImportTask,manipulate_files,C,11,466,512
beets/library/models.py,method,Album,move_art,C,11,397,445
beets/ui/__init__.py,method,SubcommandsOptionParser,format_help,C,11,669,719
beets/ui/__init__.py,function,,main,C,12,952,1000
beets/ui/commands/remove.py,function,,remove_items,C,12,8,67
beets/autotag/distance.py,function,,string_dist,C,13,64,119
beets/autotag/match.py,function,,tag_album,C,13,397,482
beets/library/models.py,method,Album,store,C,13,568,602
beets/ui/commands/import_/session.py,method,TerminalImportSession,choose_match,C,13,28,104
beets/ui/commands/import_/__init__.py,function,,import_func,C,13,82,132
beets/util/pipeline.py,method,Pipeline,run_parallel,C,13,419,480
beets/autotag/match.py,function,,tag_item,C,14,485,541
beets/library/models.py,method,DefaultTemplateFunctions,_tmpl_unique,C,14,1415,1502
beets/ui/commands/import_/display.py,method,AlbumChange,show_match_tracks,C,14,307,359
beets/util/extension.py,function,,fix_extension,C,14,83,151
beets/util/layout.py,function,,get_column_layout,C,14,183,289
beets/util/__init__.py,function,,sorted_walk,C,14,208,270
beets/importer/tasks.py,method,ImportTask,align_album_level_fields,C,15,422,464
beets/library/migrations.py,method,LyricsMetadataInFlexFieldsMigration,_migrate_data,C,15,144,218
beets/ui/commands/import_/session.py,method,TerminalImportSession,resolve_duplicate,C,15,146,203
beets/util/functemplate.py,method,Parser,parse_expression,C,15,297,372
beets/library/models.py,method,Item,destination,C,16,1157,1224
beets/ui/commands/modify.py,function,,modify_items,C,16,11,65
beets/util/config.py,function,,sanitize_pairs,C,17,29,75
beets/util/bluelet.py,function,,_event_select,C,19,148,203
beets/importer/tasks.py,function,,albums_in_dir,D,21,1184,1284
beets/ui/commands/move.py,function,,move_items,D,22,63,147
beets/util/bluelet.py,function,,run,D,25,227,396
beets/util/layout.py,function,,split_into_lines,D,26,58,180
beets/autotag/distance.py,function,,distance,D,30,429,542
beets/ui/commands/import_/session.py,function,,choose_candidate,E,32,367,505
beets/ui/commands/update.py,function,,update_items,E,34,15,130
beets/ui/__init__.py,function,,input_options,E,40,194,367
