timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-13T11:14:06,beets,7a685b83-87d2-4381-a7ac-704792b42c9b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.6196625000011409,3.0545812435880205e-07,1.8859368810390244e-07,0.0,0.0,10.0,0.0,0.0,3.10589055556597e-06,3.10589055556597e-06,0.0,Brazil,BRA,ceará,,,Windows-11-10.0.26200-SP0,3.12.10,3.2.8,8,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz,0,,-39.0159,-4.9702,15.758140563964844,machine,0,0,0,0,N,1.0,0.0
